Title,Date Time,Category
British Council Invites applications for study UK Alumni awards programme,"Published on Oct 10, 2023 03:52 PM IST",news
"SSC CPO 2023 answer key objection window over, what happens next?","Published on Oct 10, 2023 03:39 PM IST",competitive exams
IMT Ghaziabad convocation: More than 480 students graduate,"Published on Oct 10, 2023 02:59 PM IST",news
NTPC Recruitment through GATE 2023: Apply for 495 Engineering Executive Trainees,"Published on Oct 10, 2023 02:47 PM IST",employment news
"IAF Agniveervayu Admit Card 2023 Live: Hall tickets awaited, updates here","Updated on Oct 12, 2023 06:36 PM IST",competitive exams
SCERT Assam DElEd 2023 seat allotment result for Round 2 releasing tomorrow,"Published on Oct 10, 2023 01:59 PM IST",admissions
IB Junior Intelligence Officer written exam results out at mha.gov.in,"Published on Oct 10, 2023 01:35 PM IST",exam results
"MHA IB Result 2023 for JIO Tier I out at mha.gov.in, hereâ€™s how to check","Published on Oct 10, 2023 01:30 PM IST",exam results
Delhi Higher Judiciary Main Exam 2023 admit card out at delhihighcourt.nic.in,"Published on Oct 10, 2023 01:04 PM IST",competitive exams
University of Lincoln invites applications for MSc Analytical Sciences course,"Published on Oct 10, 2023 12:55 PM IST",admissions
Start applying in December to avail University of Southampton's scholarships,"Updated on Oct 10, 2023 12:46 PM IST",admissions
UPPSC recruitment 2023: 411 Samiksha Adhikari and other post on offer,"Published on Oct 10, 2023 12:16 PM IST",employment news
"Assam HSLC Exam 2024 timetable out at sebaonline.org, check schedule here","Published on Oct 10, 2023 12:01 PM IST",board exams
Empowering Indiaâ€™s youth through education finance,"Updated on Oct 13, 2023 01:52 PM IST",features
"NMAT by GMACâ„¢ Exam 2023: Last date to apply today at mba.com, direct link here","Published on Oct 10, 2023 11:22 AM IST",competitive exams
JNVST Class 6 admit card for phase 1 entrance exam out on navodaya.gov.in,"Published on Oct 10, 2023 11:14 AM IST",competitive exams
"AAI Assistant, JE exam information handout released, admit card expected soon","Published on Oct 10, 2023 10:34 AM IST",competitive exams
Creating mental health awareness in schools to help students,"Published on Oct 10, 2023 10:11 AM IST",features
Kerala University semester exam results out on exams.keralauniversity.ac.in,"Published on Oct 10, 2023 10:10 AM IST",exam results
"Odisha Junior Teacher Recruitment 2023: Last date to apply for 20,000 vacancies","Published on Oct 10, 2023 09:51 AM IST",employment news
"CTET August 2023: CBSE issues important notice on OMR sheet, see details","Published on Oct 10, 2023 08:39 AM IST",exam results
"JKPSC CCE Prelims 2023 admit card released at jkpsc.nic.in, download link here","Published on Oct 09, 2023 08:26 PM IST",competitive exams
"APSC Assistant Manager admit card released at apsc.nic.in, here's direct link","Published on Oct 09, 2023 08:12 PM IST",competitive exams
BPSC Teacher Recruitment Result 2023 Live: How to check Bihar TRE result,"Updated on Oct 11, 2023 12:47 PM IST",exam results
"Assam HSLC 2024 exam schedule released at site.sebaonline.org, check notice here","Published on Oct 09, 2023 06:20 PM IST",board exams
N/A,"Published on Oct 09, 2023 05:21 PM IST",employment news
SI-UK India all set to host UK education fair in 20 Indian cities,"Updated on Oct 10, 2023 04:19 PM IST",admissions
TS EdCET seat allotment 2023 for phase 1 declared at edcetadm.tsche.ac.in,"Published on Oct 09, 2023 04:23 PM IST",exam results
"Rajasthan RSPCB recruitment 2023: Apply for LO, JSO and JEE posts from Oct 18","Published on Oct 09, 2023 03:55 PM IST",employment news
SWAYAM January 2024 semester exam dates announced,"Published on Oct 09, 2023 03:38 PM IST",education
BITS Pilani unveils Rakesh Kapoor Innovation Centre,"Updated on Oct 09, 2023 03:34 PM IST",news
RSMSSB Animal Attendant tentative exam date announced,"Published on Oct 09, 2023 02:48 PM IST",employment news
West Bengal JECA counselling 2023 seat allotment results out at wbjeeb.nic.in,"Published on Oct 09, 2023 01:58 PM IST",exam results
Ace your CLAT 2024: Check out some essential preparation tips here,"Published on Oct 09, 2023 01:46 PM IST",features
Human-Centered AI: The need to build ethical and responsible AI systems,"Published on Oct 09, 2023 01:31 PM IST",features
Rajasthan Cooperative Bank Recruitment 2023: Apply for Manager and other posts,"Published on Oct 09, 2023 01:14 PM IST",employment news
Shiv Nadar University Chennai invites applications for PhD programmes,"Published on Oct 09, 2023 12:56 PM IST",admissions
MP Police Constable Result 2023 Live: Check updates on ESEMP results,"Updated on Oct 13, 2023 07:43 PM IST",exam results
"OSSC recruitment 2023: 495 Group B and Group C posts notified, details here","Published on Oct 09, 2023 12:08 PM IST",employment news
UGC invites universities to offer online courses,"Published on Oct 09, 2023 11:28 AM IST",education
Kolkata Police Driver Recruitment 2023: Last date to apply for 411 posts,"Published on Oct 09, 2023 11:19 AM IST",employment news
"SSC MTS Result 2023 Live: Latest updates on MTS, Havaldar results","Updated on Oct 13, 2023 11:48 AM IST",exam results
NEET PG Counselling 2023: Registration for stray vacancy round begins today,"Published on Oct 09, 2023 09:26 AM IST",admissions
"BPSC 67th CCE: Error in 672 candidates' documents, commission asks to re-verify","Published on Oct 09, 2023 08:45 AM IST",competitive exams
AIBE 18: Last date to apply for Bar exam on allindiabarexamination.com,"Published on Oct 09, 2023 08:13 AM IST",competitive exams
"JKSSB DEO 2023 answer key released at jkssb.nic.in, here's direct link to check","Published on Oct 08, 2023 08:14 PM IST",competitive exams
JKPSC Judicial Services preliminary exam 2023 answer key out at jkpsc.nic.in,"Published on Oct 08, 2023 07:03 PM IST",competitive exams
AIIMS Rajkot 2023 recruitment: Apply for 131 Non-faculty posts,"Published on Oct 08, 2023 06:15 PM IST",employment news
"OPSC OCS prelims exam 2023 admit card released at opsc.gov.in, get link here","Updated on Oct 08, 2023 05:15 PM IST",competitive exams
Chhattisgarh HC recruitment 2023: Apply for 143 Assistant posts till Oct 31,"Published on Oct 08, 2023 04:31 PM IST",employment news
"AIBE XVIII registration date ends tomorrow, apply at allindiabarexamination.com","Published on Oct 08, 2023 03:58 PM IST",competitive exams
Appearing for board exams twice a year won't be mandatory: Education Minister,"Published on Oct 08, 2023 03:51 PM IST",board exams
CBSE Class 12 Board Exam 2024: Check Physics sample paper details,"Published on Oct 08, 2023 01:14 PM IST",board exams
"SBI PO 2023 admit card likely next week, steps to download from sbi.co.in","Published on Oct 08, 2023 12:11 PM IST",employment news
"SSC CAPF, Delhi police SI 2023 answer key released at ssc.nic.in, get link here","Published on Oct 07, 2023 06:41 PM IST",exam results
N/A,"Published on Oct 07, 2023 06:19 PM IST",education
Karnataka NEET PG counselling 2023 round 2 post allotment schedule released out,"Published on Oct 07, 2023 05:06 PM IST",admissions
"AGRICET 2023 results released at angrau.ac.in, here's direct link to check","Published on Oct 07, 2023 04:14 PM IST",exam results
TSPGCL Assistant Engineer Recruitment 2023: Apply for 339 posts at tsgenco.co.in,"Published on Oct 07, 2023 03:38 PM IST",employment news
"RSMSSB to recruit for 5934 Animal Attendant posts, registration begins on Oct 13","Published on Oct 07, 2023 03:01 PM IST",employment news
"Assam Police Recruitment 2023: Notification out for 5563 vacancies, details here","Published on Oct 07, 2023 02:18 PM IST",employment news
"RPSC RAS Prelims Result 2023 Declared: Where, how to check scores","Updated on Oct 20, 2023 08:00 PM IST",exam results
"RBI Assistant 2023 exam date revised, check notification here","Published on Oct 07, 2023 01:33 PM IST",competitive exams
"AIIMS Final M.B.B.S. Exam 2023 dates out at aiimsexams.ac.in, check timetable here","Published on Oct 07, 2023 01:26 PM IST",competitive exams
"AIIMS Jodhpur to recruit 105 Group A, Group B and Group C posts, notice here","Published on Oct 07, 2023 12:58 PM IST",employment news
NCL Apprentices Recruitment 2023: Apply for 1140 Trainee posts at nclcil.in,"Published on Oct 07, 2023 12:25 PM IST",employment news
"DU B.Tech Admission 2023: Spot round 3 registration ends today, direct link here","Published on Oct 07, 2023 11:36 AM IST",admissions
"UPSC IFS Main Exam 2023 timetable released at upsc.gov.in, check dates here","Published on Oct 07, 2023 10:49 AM IST",competitive exams
WB NEET PG 2023 seat allotment result for stray round releasing today,"Published on Oct 07, 2023 10:00 AM IST",admissions
"GATE 2024 registration date extended again, check new date here","Published on Oct 07, 2023 09:20 AM IST",competitive exams
"CBSE extends registration data submission date for Class 9, 11, notice here","Published on Oct 07, 2023 08:40 AM IST",employment news
"AP PGCET 2023 seat allotment result out at pgcet-sche.aptonline.in, link here","Published on Oct 07, 2023 08:30 AM IST",admissions
"BPSC 69th Prelims Answer Key 2023 out at bpsc.bih.nic.in, here's direct link","Published on Oct 06, 2023 08:26 PM IST",exam results
JEECUP round 2 pharmacy seat allotment 2023 results released,"Published on Oct 06, 2023 06:48 PM IST",exam results
"HPSC MO answer key 2023 out at hpsc.gov.in, get link and know how to download","Published on Oct 06, 2023 06:06 PM IST",competitive exams
Effective study techniques for success in examinations,"Published on Oct 06, 2023 05:21 PM IST",features
HPPSC recruitment 2023: Apply for 56 Veterinary Officer at hppsc.hp.gov.in,"Published on Oct 06, 2023 05:17 PM IST",employment news
Rajasthan BSTC Counselling 2023 registration begins at panjiyakpredeled.in,"Published on Oct 06, 2023 04:19 PM IST",education
IIT Kanpur conducts workshop for 50 students to use data from Aditya L1 mission,"Published on Oct 06, 2023 04:05 PM IST",news
CPGET Counselling 2023 registration process for second phase begins at,"Published on Oct 06, 2023 03:42 PM IST",education
DU B.Tech Admission 2023: Spot round 3 registration ends tomorrow,"Published on Oct 06, 2023 03:39 PM IST",admissions
UP NEET PG counselling 2023 seat allotment results releasing today,"Published on Oct 06, 2023 03:23 PM IST",exam results
Investing in excellence: Prioritising students mental wellness at IIT Guwahati,"Published on Oct 06, 2023 02:34 PM IST",features
More than 1.36 crore school students participate in Veer Gatha Project 3.0,"Published on Oct 06, 2023 02:01 PM IST",news
BEL Recruitment 2023: Apply for 232 Probationary Engineer and other posts,"Published on Oct 06, 2023 01:34 PM IST",employment news
N/A,"Updated on Dec 20, 2023 11:44 AM IST",cricket
"How did all 10 teams fare in IPL Auction 2024? CSK, MI best; RCB, PBKS clueless","Updated on Dec 20, 2023 12:36 PM IST",cricket
Why franchises splashed big for uncapped stars with no IPL experience,"Published on Dec 20, 2023 11:20 AM IST",cricket
"IPL 2024 Auction, full list of sold, unsold players: 72 cricketers find takers","Updated on Dec 20, 2023 07:04 AM IST",cricket
"CSK's fiery response to reports of approaching MI for Rohit, SKY, Bumrah's trade","Updated on Dec 20, 2023 09:13 AM IST",cricket
"Ton-up De Zorzi, Burger guide SA to eight-wicket win over India in 2nd ODI","Published on Dec 20, 2023 12:30 AM IST",cricket
MI coach mentions 'Sachin' to clarify Rohit's role under Hardik's captaincy,"Published on Dec 20, 2023 08:25 AM IST",cricket
"'Kohli for â‚¹42 crore, Bumrah 35': Starc-Cummins' 45 cr. deal 'makes no sense'","Published on Dec 20, 2023 02:16 PM IST",cricket
Akash Ambani's reply to 'Rohit Sharma ko wapas lao' steals show at IPL auction,"Updated on Dec 20, 2023 02:07 PM IST",cricket
â€˜No right or wrong in cricketâ€™: Rahul blames toss after India lose to SA,"Published on Dec 20, 2023 12:09 PM IST",cricket
"""The boys have come out and done well"": Salt on ENG's 75-run win over WI","Published on Dec 20, 2023 10:30 AM IST",cricket
Bangladesh's Soumya Sarkar breaks Sachin Tendulkar's 14-year record during BAN vs NZ 2nd ODI,"Published on Dec 20, 2023 10:06 AM IST",cricket
"Hours after going unsold in IPL auction, England star smashes records in big win","Published on Dec 20, 2023 07:50 AM IST",cricket
"'Kohli, Bumrah must be thinking what's going on' after Starc, Cummins IPL riches","Published on Dec 20, 2023 07:03 AM IST",cricket
New Zealand vs Bangladesh Live Score: New Zealand beat Bangladesh by 7 wickets,"Updated on Dec 20, 2023 10:56 AM IST",cricket
West Indies vs England Live Score: England beat West Indies by 75 runs,"Updated on Dec 20, 2023 04:38 AM IST",cricket
"Sunrisers, KKR splash money, CSK make smart buys","Published on Dec 19, 2023 11:26 PM IST",cricket
Royal Challengers Bangalore full squad after IPL 2024 auction: RCB buy Joseph,"Published on Dec 19, 2023 11:11 PM IST",cricket
Lucknow Super Giants full squad after IPL 2024 auction: Shivam Mavi joins LSG,"Published on Dec 19, 2023 10:58 PM IST",cricket
Mumbai Indians full squad after IPL 2024 auction: MI reinforce pace battery,"Published on Dec 19, 2023 10:36 PM IST",cricket
Rajasthan Royals full squad after IPL 2024 auction: RR purchase Rovman Powell,"Published on Dec 19, 2023 10:17 PM IST",cricket
Sunrisers Hyderabad full squad after IPL 2024 auction: SRH splurge for Cummins,"Updated on Dec 19, 2023 10:21 PM IST",cricket
IPL auction: The crazy money buys don't always pay off,"Published on Dec 19, 2023 09:56 PM IST",cricket
Kolkata Knight Riders full squad after IPL 2024 auction: Starc creates history,"Updated on Dec 19, 2023 10:15 PM IST",cricket
"Delhi Capitals full squad after IPL 2024 auction: DC rope in Brook, Richardson","Published on Dec 19, 2023 09:29 PM IST",cricket
"Chennai Super Kings full squad after IPL 2024 auction: CSK sign Mitchell, Rizvi","Updated on Dec 20, 2023 07:12 AM IST",cricket
UP big-hitter Rizvi lands IPL bonanza with Chennai Super Kings,"Published on Dec 19, 2023 09:04 PM IST",cricket
Punjab Kings full squad after IPL 2024 auction: PBKS spend big on Harshal Patel,"Updated on Dec 19, 2023 09:50 PM IST",cricket
